aar_id,title,gsu_analysis_title,date,anl_id,code,country,area,overall_phase,p3_plus_population,p3_plus_population_percentage,analysis_date,fanalysis_date,current_from_date,current_thru_date,projected_from_date,projected_thru_date,second_projected_from_date,second_projected_thru_date,current_period_dates,projected_period_dates,second_projected_period_dates,analysis_period,estimated_population_current,estimated_population_projected,estimated_population_second_projected,group_name,aag_id,condition,period,census_population,view_level,phase1_C_population,phase1_C_percentage,phase6_C_population,phase6_C_percentage,overall_phase_C,phase2_C_population,phase2_C_percentage,phase3_C_population,phase3_C_percentage,phase4_C_population,phase4_C_percentage,phase5_C_population,phase5_C_percentage,phase3_P_population,phase3_P_percentage,phase6_P_population,phase6_P_percentage,overall_phase_P,phase2_P_population,phase2_P_percentage,phase5_P_population,phase5_P_percentage,phase4_P_population,phase4_P_percentage,phase1_P_population,phase1_P_percentage,phase3_A_population,phase3_A_percentage,phase6_A_population,phase6_A_percentage,overall_phase_A,phase1_A_population,phase1_A_percentage,phase2_A_population,phase2_A_percentage,phase4_A_population,phase4_A_percentage,phase5_A_population,phase5_A_percentage
24004317,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Kutum,3,71324,0.3,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,237751,237751,237751,North Darfur,24004119,A,P,46796616,area,71325,0.3,59437,0.25,3,106987,0.45,47550,0.2,11887,0.05,0,0,59437,0.25,71324,0.3,3,106987,0.45,0,0,11887,0.05,59437,0.25,47550,0.2,59437,0.25,3,71325,0.3,106987,0.45,11887,0.05,0,0
24004319,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Melit,3,49957,0.3,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,166524,166524,166524,North Darfur,24004119,A,C,46796616,area,41631,0.25,49957,0.3,3,74935,0.45,41631,0.25,8326,0.05,0,0,41631,0.25,49957,0.3,3,83262,0.5,0,0,8326,0.05,33304,0.2,33304,0.2,41630,0.25,3,41631,0.25,83262,0.5,8326,0.05,0,0
24004321,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Saraf omra,3,32184,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,160923,160923,160923,North Darfur,24004119,A,P,46796616,area,48276,0.3,24138,0.15,2,88507,0.55,16092,0.1,8046,0.05,0,0,24138,0.15,32184,0.2,3,88507,0.55,0,0,8046,0.05,40230,0.25,16092,0.1,24138,0.15,2,56323,0.35,80461,0.5,8046,0.05,0,0
24004323,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Tawila,3,35508,0.25,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,142036,142036,142036,North Darfur,24004119,A,A,46796616,area,28407,0.2,42610,0.3,3,71018,0.5,35509,0.25,7101,0.05,0,0,49712,0.35,56813,0.4,3,56814,0.4,0,0,7101,0.05,28407,0.2,28407,0.2,35508,0.25,3,35509,0.25,71018,0.5,7101,0.05,0,0
24004325,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Um baru,3,41133,0.35,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,117526,117526,117526,North Darfur,24004119,A,P,46796616,area,23505,0.2,35257,0.3,3,58763,0.5,29381,0.25,5876,0.05,0,0,35257,0.3,41133,0.35,3,52886,0.45,0,0,5876,0.05,23505,0.2,23505,0.2,29381,0.25,3,29381,0.25,58763,0.5,5876,0.05,0,0
24004327,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Um kadadah,3,26965,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,134830,134830,134830,North Darfur,24004119,A,A,46796616,area,26966,0.2,40448,0.3,3,67415,0.5,33707,0.25,6741,0.05,0,0,33707,0.25,40448,0.3,3,67415,0.5,0,0,6741,0.05,26966,0.2,20224,0.15,26965,0.2,3,33707,0.25,74156,0.55,6741,0.05,0,0
24004330,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Ar rahad (1),3,33240,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,166203,166203,166203,North Kordofan,24004329,A,P,46796616,area,83102,0.5,24930,0.15,2,58171,0.35,24930,0.15,0,0,0,0,24930,0.15,33240,0.2,3,58171,0.35,0,0,8310,0.05,74791,0.45,16620,0.1,16620,0.1,2,91412,0.55,58171,0.35,0,0,0,0
24004332,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Bara,3,38593,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,192969,192969,192969,North Kordofan,24004329,A,A,46796616,area,96484,0.5,48241,0.25,3,48242,0.25,38593,0.2,9648,0.05,0,0,48242,0.25,57890,0.3,3,48242,0.25,0,0,9648,0.05,86836,0.45,28945,0.15,38593,0.2,3,106132,0.55,48242,0.25,9648,0.05,0,0
24004334,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Gebrat al sheikh,2,24346,0.1,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,243462,243462,243462,North Kordofan,24004329,A,A,46796616,area,146077,0.6,24346,0.1,2,73038,0.3,24346,0.1,0,0,0,0,36519,0.15,36519,0.15,2,73038,0.3,0,0,0,0,133904,0.55,24346,0.1,24346,0.1,2,158250,0.65,60865,0.25,0,0,0,0
24004336,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Gharb bara,3,46846,0.25,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,187388,187388,187388,North Kordofan,24004329,A,A,46796616,area,103063,0.55,37477,0.2,3,46847,0.25,28108,0.15,9369,0.05,0,0,37477,0.2,56215,0.3,3,46847,0.25,0,0,18738,0.1,84324,0.45,37477,0.2,46846,0.25,3,103063,0.55,37477,0.2,9369,0.05,0,0
24004338,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Soudari,3,85755,0.3,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,285852,285852,285852,North Kordofan,24004329,A,P,46796616,area,142926,0.5,85755,0.3,3,57170,0.2,71463,0.25,14292,0.05,0,0,57170,0.2,85755,0.3,3,71463,0.25,0,0,28585,0.1,128633,0.45,57170,0.2,71462,0.25,3,142926,0.5,71463,0.25,14292,0.05,0,0
24004340,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Dordieb,3,13113,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,65569,65569,65569,Red Sea,24004116,A,A,46796616,area,26227,0.4,13112,0.2,3,26227,0.4,6556,0.1,6556,0.1,0,0,9835,0.15,16391,0.25,3,29506,0.45,0,0,6556,0.1,19670,0.3,9835,0.15,13113,0.2,3,26227,0.4,26227,0.4,3278,0.05,0,0
24004342,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Sheikan,2,85434,0.15,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,569564,569564,569564,North Kordofan,24004329,A,A,46796616,area,313260,0.55,113912,0.2,3,142391,0.25,113912,0.2,0,0,0,0,113912,0.2,142390,0.25,3,170869,0.3,0,0,28478,0.05,256303,0.45,85434,0.15,85434,0.15,2,341738,0.6,142391,0.25,0,0,0,0
24004344,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Al ganab,3,25824,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,129120,129120,129120,Red Sea,24004116,A,A,46796616,area,45192,0.35,25824,0.2,3,58104,0.45,12912,0.1,12912,0.1,0,0,19368,0.15,32280,0.25,3,64560,0.5,0,0,12912,0.1,32280,0.25,19368,0.15,25824,0.2,3,51648,0.4,51648,0.4,6456,0.05,0,0
24004346,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Um dam haj ahmed,3,41383,0.3,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,137947,137947,137947,North Kordofan,24004329,A,P,46796616,area,75870,0.55,34486,0.25,3,27589,0.2,27589,0.2,6897,0.05,0,0,34486,0.25,41383,0.3,3,27589,0.2,0,0,6897,0.05,68973,0.5,27589,0.2,34486,0.25,3,75870,0.55,27589,0.2,6897,0.05,0,0
24004348,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Um rawaba,2,36420,0.1,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,364206,364206,364206,North Kordofan,24004329,A,A,46796616,area,200313,0.55,54630,0.15,2,109261,0.3,54630,0.15,0,0,0,0,54630,0.15,72840,0.2,3,109261,0.3,0,0,18210,0.05,182103,0.5,36420,0.1,36420,0.1,2,218523,0.6,109261,0.3,0,0,0,0
24004350,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Port sudan,2,15766,0.05,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,315331,315331,315331,Red Sea,24004116,A,A,46796616,area,189198,0.6,31533,0.1,2,94599,0.3,31533,0.1,0,0,0,0,31533,0.1,31533,0.1,2,126132,0.4,0,0,0,0,157665,0.5,15766,0.05,15766,0.05,2,204965,0.65,94599,0.3,0,0,0,0
24004352,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Haya,3,64153,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,320769,320769,320769,Red Sea,24004116,A,A,46796616,area,128307,0.4,64153,0.2,3,128307,0.4,48115,0.15,16038,0.05,0,0,64153,0.2,80191,0.25,3,160384,0.5,0,0,16038,0.05,80192,0.25,64153,0.2,64153,0.2,3,112269,0.35,144346,0.45,0,0,0,0
24004354,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Ad damar,2,40870,0.1,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,408702,408702,408702,River Nile,24004197,A,A,46796616,area,245221,0.6,40870,0.1,2,122610,0.3,20435,0.05,20435,0.05,0,0,40870,0.1,61305,0.15,2,143045,0.35,0,0,20435,0.05,204351,0.5,40870,0.1,40870,0.1,2,224786,0.55,143045,0.35,0,0,0,0
24004356,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Sawakin,2,13796,0.15,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,91979,91979,91979,Red Sea,24004116,A,C,46796616,area,36791,0.4,13796,0.15,2,41390,0.45,13796,0.15,0,0,0,0,9197,0.1,13795,0.15,2,45989,0.5,0,0,4598,0.05,32192,0.35,9197,0.1,9197,0.1,2,41390,0.45,41390,0.45,0,0,0,0
24004358,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Sinkat,3,38741,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,193705,193705,193705,Red Sea,24004116,A,A,46796616,area,67796,0.35,38740,0.2,3,87167,0.45,29055,0.15,9685,0.05,0,0,38741,0.2,48426,0.25,3,96852,0.5,0,0,9685,0.05,48426,0.25,38741,0.2,38741,0.2,3,67796,0.35,87167,0.45,0,0,0,0
24004360,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Tawkar,2,18331,0.1,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,183316,183316,183316,Red Sea,24004116,A,A,46796616,area,54994,0.3,45828,0.25,3,82492,0.45,27497,0.15,18331,0.1,0,0,36663,0.2,54994,0.3,3,82492,0.45,0,0,18331,0.1,45829,0.25,18331,0.1,18331,0.1,2,73326,0.4,91658,0.5,0,0,0,0
24004362,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Al matama,2,32769,0.15,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,218468,218468,218468,River Nile,24004197,A,P,46796616,area,131080,0.6,21846,0.1,2,65540,0.3,10923,0.05,10923,0.05,0,0,21846,0.1,32769,0.15,2,76463,0.35,0,0,10923,0.05,109234,0.5,21846,0.1,21846,0.1,2,109234,0.5,87387,0.4,0,0,0,0
24004364,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Ad dinder,2,31249,0.1,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,312493,312493,312493,Sennar,24004129,A,A,46796616,area,124997,0.4,46873,0.15,2,140621,0.45,46873,0.15,0,0,0,0,46873,0.15,46873,0.15,2,140621,0.45,0,0,0,0,124997,0.4,31249,0.1,31249,0.1,2,156246,0.5,124997,0.4,0,0,0,0
24004366,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Al buhaira,2,3439,0.05,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,68783,68783,68783,River Nile,24004197,A,C,46796616,area,37830,0.55,3439,0.05,2,27513,0.4,3439,0.05,0,0,0,0,6878,0.1,6878,0.1,2,27513,0.4,0,0,0,0,34391,0.5,6878,0.1,6878,0.1,2,37830,0.55,24074,0.35,0,0,0,0
24004368,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,As suki,2,17124,0.05,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,342492,342492,342492,Sennar,24004129,A,C,46796616,area,239744,0.7,17124,0.05,2,85623,0.25,17124,0.05,0,0,0,0,34249,0.1,34249,0.1,2,102748,0.3,0,0,0,0,205495,0.6,17125,0.05,17125,0.05,2,239744,0.7,85623,0.25,0,0,0,0
24004370,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Atbara,2,9679,0.05,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,193581,193581,193581,River Nile,24004197,A,A,46796616,area,125827,0.65,9679,0.05,2,58074,0.3,9679,0.05,0,0,0,0,19358,0.1,19358,0.1,2,67753,0.35,0,0,0,0,106470,0.55,9679,0.05,9679,0.05,2,116149,0.6,67753,0.35,0,0,0,0
24004372,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Shendi,2,19377,0.05,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,387556,387556,387556,River Nile,24004197,A,A,46796616,area,251911,0.65,19377,0.05,2,116266,0.3,19377,0.05,0,0,0,0,38755,0.1,38755,0.1,2,135644,0.35,0,0,0,0,213155,0.55,19377,0.05,19377,0.05,2,232533,0.6,135644,0.35,0,0,0,0
24004374,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Ad dali,2,11499,0.1,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,114997,114997,114997,Sennar,24004129,A,A,46796616,area,45998,0.4,17248,0.15,2,51748,0.45,11499,0.1,5749,0.05,0,0,22999,0.2,28748,0.25,3,45998,0.4,0,0,5749,0.05,40248,0.35,11499,0.1,11499,0.1,2,57498,0.5,45998,0.4,0,0,0,0
24004376,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Sennar,2,48873,0.1,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,488739,488739,488739,Sennar,24004129,A,A,46796616,area,219932,0.45,73310,0.15,2,195495,0.4,73310,0.15,0,0,0,0,73310,0.15,73310,0.15,2,219932,0.45,0,0,0,0,195495,0.4,48873,0.1,48873,0.1,2,244369,0.5,195495,0.4,0,0,0,0
24004378,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Al wihda,3,12025,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,60132,60132,60132,South Darfur,24004135,A,C,46796616,area,33072,0.55,12025,0.2,3,15033,0.25,9019,0.15,3006,0.05,0,0,12026,0.2,15032,0.25,3,18039,0.3,0,0,3006,0.05,27059,0.45,6013,0.1,6013,0.1,2,39085,0.65,15033,0.25,0,0,0,0
24004380,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,As salam - sd,3,22135,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,110676,110676,110676,South Darfur,24004135,A,P,46796616,area,49804,0.45,16600,0.15,2,44270,0.4,11067,0.1,5533,0.05,0,0,16601,0.15,22135,0.2,3,44270,0.4,0,0,5534,0.05,44270,0.4,11068,0.1,11068,0.1,2,71939,0.65,27669,0.25,0,0,0,0
24004383,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Talawdi,3,13092,0.3,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,43640,43640,43640,South Kordofan,24004382,A,P,46796616,area,19638,0.45,8728,0.2,3,15273,0.35,6546,0.15,2182,0.05,0,0,8728,0.2,13092,0.3,3,13092,0.3,0,0,4364,0.1,17456,0.4,4364,0.1,6546,0.15,2,21820,0.5,15273,0.35,2182,0.05,0,0
24004385,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Beliel,2,14241,0.05,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,284824,284824,284824,South Darfur,24004135,A,A,46796616,area,170894,0.6,42723,0.15,2,71206,0.25,28482,0.1,14241,0.05,0,0,42723,0.15,71205,0.25,3,99688,0.35,0,0,28482,0.1,113929,0.4,14241,0.05,14241,0.05,2,213618,0.75,56964,0.2,0,0,0,0
24004387,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,As sunta,3,38255,0.25,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,153018,153018,153018,South Darfur,24004135,A,P,46796616,area,68858,0.45,45904,0.3,3,38254,0.25,30603,0.2,15301,0.1,0,0,30604,0.2,38255,0.25,3,61207,0.4,0,0,7651,0.05,53556,0.35,22953,0.15,22953,0.15,2,91811,0.6,38255,0.25,0,0,0,0
24004389,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Buram,2,25866,0.15,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,172447,172447,172447,South Darfur,24004135,A,P,46796616,area,120712,0.7,25866,0.15,2,25867,0.15,17244,0.1,8622,0.05,0,0,17244,0.1,25866,0.15,2,43111,0.25,0,0,8622,0.05,103468,0.6,8622,0.05,8622,0.05,2,120712,0.7,43111,0.25,0,0,0,0
24004391,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Damso,3,51733,0.3,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,172447,172447,172447,South Darfur,24004135,A,P,46796616,area,94845,0.55,25866,0.15,2,51734,0.3,17244,0.1,8622,0.05,0,0,34489,0.2,51733,0.3,3,68978,0.4,0,0,17244,0.1,51734,0.3,25867,0.15,25867,0.15,2,112090,0.65,34489,0.2,0,0,0,0
24004393,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Gereida,3,34926,0.2,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,174634,174634,174634,South Darfur,24004135,A,A,46796616,area,69853,0.4,52389,0.3,3,52390,0.3,34926,0.2,17463,0.1,0,0,34926,0.2,43657,0.25,3,69853,0.4,0,0,8731,0.05,61121,0.35,26195,0.15,34926,0.2,3,104780,0.6,34926,0.2,8731,0.05,0,0
24004395,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Ed al fursan,3,63385,0.25,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,253542,253542,253542,South Darfur,24004135,A,P,46796616,area,177479,0.7,38031,0.15,2,38031,0.15,25354,0.1,12677,0.05,0,0,50708,0.2,63385,0.25,3,76062,0.3,0,0,12677,0.05,114093,0.45,12677,0.05,12677,0.05,2,190156,0.75,50708,0.2,0,0,0,0
24004397,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Kas,2,35238,0.15,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,234924,234924,234924,South Darfur,24004135,A,A,46796616,area,164446,0.7,35238,0.15,2,35238,0.15,23492,0.1,11746,0.05,0,0,35238,0.15,58730,0.25,3,70477,0.3,0,0,23492,0.1,105715,0.45,23492,0.1,35238,0.15,2,164446,0.7,35238,0.15,11746,0.05,0,0
24004399,Acute Food Insecurity April 2021,Acute Food Insecurity April 2021,"May 24, 2021",24004104,SD,Sudan,Kubum,2,32971,0.15,Mar 2021,20210330,Apr 2021,May 2021,Jun 2021,Sep 2021,Oct 2021,Feb 2022,Apr 2021 - May 2021,Jun 2021 - Sep 2021,Oct 2021 - Feb 2022,Oct 2021 - Feb 2022,219815,219815,219815,South Darfur,24004135,A,C,46796616,area,142879,0.65,32971,0.15,2,43963,0.2,21981,0.1,10990,0.05,0,0,32972,0.15,43962,0.2,3,65944,0.3,0,0,10990,0.05,109907,0.5,21981,0.1,21981,0.1,2,153870,0.7,43963,0.2,0,0,0,0
